city,ep0,ep0F,ep1F,deltaExposure0,deltaExposure1,deltaNDVIGlobal0,deltaNDVIGlobal1,deltaNDVILocal,di
Wuhan,69933881.59688535,62693047.680489294,62407596.12294317,-10.353828146039222,-10.762001625085517,42.94157537351839,8.73793813989468,0.27,0.2
Bradenton,4528813.272761336,3863470.782302331,3841022.934662521,-14.691320891075904,-15.186988216881176,30.527351955553694,9.180152335534686,0.27,0.2
Sacramento,28886689.256725997,26877293.871368777,26797019.678256426,-6.956129058262883,-7.23402242430053,50.353026550640266,14.12375280691901,0.27,0.2
Chattogram,42508258.26231131,36879848.96462138,36808350.89336796,-13.240743158559832,-13.408941231537126,29.92181404874784,9.444863521932344,0.27,0.2
Baghdad,140332962.9008119,134532784.85928407,134301935.24456,-4.133154407655053,-4.297655754987993,93.98805678607684,19.816517307862576,0.27,0.2
Onitsha,12174279.962291615,8218458.785322012,8060807.664015343,-32.49326604302093,-33.7882183670596,47.87468768527583,20.19640925437937,0.27,0.2
Madrid,120442047.15031028,113669508.37345687,113400382.48629196,-5.6230684691047825,-5.846516918821882,73.893066630556,17.23894273989214,0.27,0.2
Milwaukee,13969665.304505842,12495301.255731754,12480985.233625758,-10.554039890265226,-10.656519239583481,23.023086920383403,9.774416239565983,0.26,0.2
Luanda,26575739.44232724,20671576.304556243,20435807.011638552,-22.216364480031825,-23.10352434035985,54.10368472714026,17.50655955017204,0.27,0.2
Perth,19895667.0760905,18395330.8720363,18335437.53524845,-7.541019852796086,-7.842056940714722,56.53625700615191,24.121284201760883,0.27,0.2
Dubai,33868851.57412478,30162657.42875655,30015486.85953877,-10.942780676389104,-11.377311410021107,179.73752648609377,56.57002149404424,0.27,0.2
Milan,63506915.35798368,58273140.24370535,58211636.45899663,-8.241268033214867,-8.33811384026127,28.54317857117719,12.02578744398065,0.26,0.2
Karachi,162350576.37594646,149027039.8081525,148497233.7955131,-8.206645683192015,-8.532980226909654,119.3786408858747,28.567724510500362,0.27,0.2
Khartoum,40540394.85175746,35404999.84484926,35200931.23660414,-12.667353205824973,-13.170724248438962,132.49130161572128,37.341130078193146,0.27,0.2
Semarang,16583519.46838224,12651329.81256638,12579603.083588997,-23.711430274574003,-24.143948408701892,24.441959124840984,10.411828636125744,0.26,0.2
Durban,20383446.171612196,17314038.405471746,17308752.250975296,-15.05833577059791,-15.084269336747347,22.208693352197667,8.812502683156197,0.26,0.2
Baltimore,18424367.773734946,16525310.537423233,16487838.161944456,-10.307312900141596,-10.510697764897692,16.62369969654561,9.147992950675011,0.27,0.2
Medan,11368702.83429682,7553414.364307114,7469619.353189185,-33.55957601846922,-34.29664349520138,23.730979305904278,8.060955677381298,0.26,0.2
Algiers,56849806.60521345,52353336.617388956,52175363.099678345,-7.909384844612894,-8.222443988237648,57.40127592739054,20.978736747213098,0.27,0.2
Kochi,8993488.144369401,6173168.621035892,6124219.79171933,-31.359573483167832,-31.903843165084382,28.99868431849051,16.568527886553372,0.27,0.2
Santiago,105381329.45502874,98632086.45595458,98363797.40136239,-6.404590864413403,-6.659179657304541,60.64581030877889,17.868800933009652,0.27,0.2
Vancouver,25625735.008123524,22951163.394616015,22932234.25786953,-10.437053269534132,-10.510920952706865,24.078706562351158,10.00145145152353,0.26,0.2
Tianjin,143970692.61376724,134888020.80587092,134887907.86690697,-6.3086949454793295,-6.308773391280971,44.59032404447544,8.69453148356741,0.26,0.2
Cape Town,53248419.167736486,49282250.26153384,49125737.58098418,-7.44842564003434,-7.742354892763198,57.08345539799841,17.438555042893952,0.27,0.2
Noakhali,9060637.33430558,5182480.692851258,5040686.245357795,-42.80224997827429,-44.36720001723676,38.34600174495797,25.888879471269902,0.27,0.2
Berlin,48579822.77977828,43424108.18607716,43320133.307279155,-10.612872379285877,-10.826901317327389,26.054446526582456,11.200666154640341,0.27,0.2
Wenzhou,31936133.802569676,27324391.255598076,27318430.908559397,-14.440516110940536,-14.459179444065096,33.49386948724878,10.296116643010231,0.26,0.2
Manchester,29291204.1659927,25224555.208562225,25094724.62837761,-13.883515796704199,-14.326756639412025,27.758325457133296,10.976545039145757,0.27,0.2
Birmingham,33676042.47277487,29460267.042976238,29320819.000867166,-12.518618935722163,-12.93270572226131,33.19122689440067,13.10681246942414,0.27,0.2
Monterrey,47376335.716109686,43549714.20973182,43397431.77099305,-8.077073603386928,-8.39850504471089,47.23625062585561,10.635690394740168,0.27,0.2
Louisville,8449603.057888748,7506464.292821704,7500106.623414863,-11.16192983984623,-11.23717206558494,17.269523322820245,8.655380827536328,0.27,0.2
Virginia Beach,9812109.131385209,8790491.578075195,8770224.56181932,-10.411803819448439,-10.618354887975059,22.562209545517213,13.035658618192842,0.28,0.2
Dar es Salaam,49466590.75125496,44627975.14057441,44434538.03355516,-9.781582957701193,-10.172628922425062,41.84831362887413,9.85687928342799,0.27,0.2
Rotterdam [The Hague],30202505.828920122,26439499.697426595,26335316.07603562,-12.459251403869597,-12.80420166058378,30.98666447569154,14.283505560849616,0.27,0.2
Cincinnati,10488702.31122509,9066983.3114133,9059556.356586792,-13.554765476471347,-13.625574568064685,20.74468146213178,11.013034721397894,0.3,0.2
Pune,95202724.16558114,88742944.43557194,88484635.70670484,-6.785288747382943,-7.056613681759648,66.93750075886534,15.955440874946394,0.27,0.2
Takasaki [Maebashi],16731982.121049022,14423060.874355491,14390662.38725132,-13.799448445434818,-13.99308053797342,26.89025647247209,17.547318236987756,0.26,0.2
Nanjing,68777760.8948847,61997413.84353614,61996386.54258987,-9.858342236106221,-9.859835888898779,40.18146048628927,9.986902990366339,0.26,0.2
Tegal,5652447.364047946,3380155.901432388,3306272.738441367,-40.20013484899183,-41.50723526466222,33.60898945262583,13.648747855124942,0.27,0.2
Bengaluru,118276465.5434496,108386967.86763056,107993991.40429446,-8.361340212847391,-8.693592670283003,55.961310581458484,9.49416147798203,0.27,0.2
Xi'an,86749428.26672912,79215726.19270784,79215569.22380504,-8.68444002980325,-8.684620974975955,45.45396580652929,15.28014947855665,0.26,0.2
Kollam,8034890.716670245,5215466.980225857,5211757.768938624,-35.08975835346259,-35.13592215852266,28.21666662827627,18.089636214433465,0.33999999999999997,0.2
Austin,15968423.488072906,14409915.090244556,14355992.56715987,-9.759939038393032,-10.097621234290209,40.008206266798375,13.83396521940028,0.27,0.2
Changzhou,31058101.02761577,26812869.060488407,26649116.160699293,-13.66867846605513,-14.195925446298741,42.94418857392486,23.725275591357455,0.27,0.2
Zhengzhou,70122927.2830739,64517980.56676454,64297285.50503289,-7.993030145024008,-8.307756113095397,40.305021364183354,11.536032781308489,0.27,0.2
Qingdao,44402204.19961218,40667664.77392478,40521415.11397144,-8.410707290337658,-8.740082064832789,39.72272323570929,11.621977568580185,0.27,0.2
Alexandria,128431626.5658735,123249095.03194906,123054099.22445744,-4.035245579690831,-4.187074076071044,46.56894209040827,9.932984928549326,0.27,0.2
Guadalajara,62431970.91836979,58129447.849821456,57960713.929624684,-6.891538109815424,-7.161806559961572,58.438967058347366,15.724107089804798,0.27,0.2
Belo Horizonte,50927213.86226643,46602940.05292633,46586400.1543176,-8.491086555481267,-8.523564080471074,30.854113188781188,8.23228043061014,0.26,0.2
Katowice,30617693.03945381,27820642.61033337,27792175.09673424,-9.13540554971328,-9.228382880051148,22.512632735181278,9.458742685788609,0.27,0.2
Sirajganj,7449454.010342051,4249431.912595002,4126910.3390657627,-42.956464907420994,-44.601170322866786,49.23078614431628,24.21955934152912,0.27,0.2
Shijiazhuang,66053465.87832158,61273530.71940905,61083890.03015444,-7.236463818140515,-7.523565617770458,38.39365214253711,13.543454180036115,0.27,0.2
Cologne,33035190.07777122,29748623.912874397,29729165.849796098,-9.948682472114164,-10.00758348958218,24.943140926741773,12.370018454001944,0.26,0.2
Ningbo,28398500.097529996,24981220.672257822,24967190.635898385,-12.033309553448554,-12.082713699129675,33.216419266419344,13.634605052611837,0.26,0.2
Hefei,38954629.06720473,35167359.825920105,35163762.080718935,-9.722257230971978,-9.731492963123255,37.51905965319337,9.158318004493928,0.26,0.2
Cixi,20530261.75543175,17455717.788629524,17454399.63268188,-14.975668617516694,-14.982089168619972,33.12910940173455,14.156974732873216,0.26,0.2
Brahmanbaria,8321060.175149059,4855176.879981113,4750887.534660776,-41.65194364918603,-42.90526165344465,46.63921588883248,23.29168504903779,0.27,0.2
Shenyang,120911775.01895124,113868271.52279516,113809613.0147044,-5.825324700635742,-5.873838179229166,29.914010603978024,5.374815467336943,0.26,0.2
Amman,96238595.65688719,91238599.33972403,91041942.34388545,-5.195416956196343,-5.399760124855734,134.46997506332104,30.393270500107445,0.27,0.2
Bogota,42721421.12930508,34451254.8327685,34120759.316878,-19.358359525319248,-20.131965616020654,47.494377400673365,10.2949637718002,0.27,0.2
Jeddah,26369887.66787549,23236696.08967305,23113614.044105075,-11.881702408688604,-12.34845466458811,260.2737168912154,91.58999151361756,0.27,0.2
Ciudad Juárez,39391884.06045027,37294357.325212225,37211538.77619766,-5.324768756983566,-5.5350114274978175,113.32424466587024,33.3451517872337,0.27,0.2
Tasikmalaya,3734399.1911548637,1506430.4461791823,1485855.4221404218,-59.66070125156281,-60.21166066927835,21.33306311210417,8.908037915198092,0.28,0.2
Jinan,82479622.33353642,77508170.90669852,77505475.7612561,-6.027490531823746,-6.030758181900425,33.343931734740465,8.464538688918454,0.26,0.2
Salt Lake City,16079956.410951376,14815524.775983654,14765011.407316402,-7.863402130285448,-8.177540846686755,46.83439585569037,14.980297297213697,0.27,0.2
Kampala,20798316.252693214,17480600.83478543,17464525.415118072,-15.951846186001545,-16.029138114213655,31.90408385835129,11.689196802033205,0.26,0.2
Saint Petersburg,87440754.63485748,79738999.68858777,79717079.4639338,-8.807969439915457,-8.833038098969821,20.939946686038077,7.602456538404586,0.26,0.2
Yangon,50928780.54041299,45384731.514167115,45168603.60591835,-10.885886069560542,-11.310258901494471,51.70221369895076,12.212723715189457,0.27,0.2
Guruvayur,10948832.107553158,7269598.453793103,7202639.808377821,-33.603891425295494,-34.215451131002276,33.445613270542786,22.335831380345102,0.28,0.2
Kyiv,52437482.143061176,48522970.08089795,48504291.7437696,-7.465103018263849,-7.500723220388332,24.680613561528517,7.34984486592898,0.26,0.2
Santo Domingo,24241924.64572142,20629558.59787163,20574076.84664689,-14.901317039145875,-15.130183979521146,26.474501027548357,7.519601929128936,0.26,0.2
Amaigbo,7372819.924604161,4184955.821625986,4057710.236735362,-43.238057291211106,-44.96393132844328,42.6608351347212,22.323035504428674,0.27,0.2
Adelaide,13971256.318527933,12885548.42405002,12884987.424494382,-7.771011208477403,-7.775026592225636,49.6843130999414,19.538578573455816,0.26,0.2
Tashkent,41017160.7179439,36663918.68841648,36497613.839559734,-10.613221279411944,-11.018673158444598,51.143807179532736,16.468662670599247,0.27,0.2
Edmonton,14060797.395855004,12437280.329747926,12424705.133609068,-11.5464082185387,-11.635842663718643,28.908419560734284,7.7887308815313885,0.26,0.2
Rome,49958879.79895079,46548024.63582864,46413530.324310645,-6.827325145896861,-7.096535168337788,40.896625557605255,11.647694959834018,0.27,0.2
Pittsburgh,7992518.28782036,6936728.982610826,6934239.957562674,-13.209720230711635,-13.240862168190159,16.36060191112398,9.906769578371144,0.27,0.2
Kozhikode,7881067.065185742,5371750.906388652,5337784.15537047,-31.83980212377435,-32.27079390112171,26.230475200466,13.62699820905905,0.28,0.2
Tel Aviv,55232915.086940795,52078544.493749864,51954609.87729608,-5.711034060443329,-5.935419494850872,71.3824497697451,23.041971787959458,0.27,0.2
Recife,28011712.963269874,24742924.351290643,24617743.97072453,-11.669363513275332,-12.116249359671995,36.20344626684832,7.920131216910159,0.27,0.2
Ibadan,13040590.909928102,10283261.601986509,10173216.943075474,-21.14420525102413,-21.98806776976364,44.64460784202342,9.298075948493764,0.27,0.2
Kuwait City,60436112.1432865,57410360.58597676,57290782.55191038,-5.006529126387315,-5.204387707665466,222.80759680138956,48.87425491215768,0.27,0.2
Bogura,7440595.57931665,4870487.180919907,4768480.3889650805,-34.54170262312232,-35.91265190893466,40.860347425047074,25.44141329150449,0.27,0.2
Goiânia,27778128.409087017,25817780.77001764,25740040.979528286,-7.057162420014204,-7.337022133183081,42.02709558827819,11.516758713272363,0.27,0.2
Linyi,18955961.839776523,16529015.543493852,16442980.306473492,-12.80307650329857,-13.256945516897378,39.180221122093,21.125830258362935,0.27,0.2
Pati,7788958.975027995,5334431.839482315,5286224.296310209,-31.512903629549008,-32.131825148158406,30.418970447555772,13.304889348282796,0.27,0.2
Calgary,16204875.13541559,14449180.959704932,14447927.174615797,-10.834357938825494,-10.842095024601583,34.125996711332284,9.359679797447356,0.26,0.2
Harbin,94277163.09768228,88329510.07962468,88280518.02300921,-6.308689000214323,-6.3606549854070575,28.69582425550986,6.225607255688913,0.26,0.2
Zibo,34164004.61730957,30838244.109661456,30711211.915610105,-9.734691658375086,-10.10652217260874,34.251647701507245,13.846140863880676,0.27,0.2
Albuquerque,14219276.452890027,13387115.821428705,13354501.28698469,-5.852341602741594,-6.081710055855723,80.83214507697357,23.168423689072274,0.27,0.2
Lisbon,36487339.48728561,33848885.002213255,33848412.658360094,-7.231150646080263,-7.232445187857762,50.06206983104042,13.54129582241551,0.26,0.2
Athens,75581278.25311932,71863653.49051304,71715871.29197848,-4.918711152457716,-5.114238671904589,59.23142462771617,13.084017001651805,0.27,0.2
Budapest,35098187.38351338,32249048.93103697,32239787.80510004,-8.11762277448759,-8.144009111296773,28.655358096741764,10.779031450584718,0.26,0.2
Havana,11779463.125988193,9947141.456575174,9916674.791496102,-15.555222252621155,-15.813864473860047,21.619056519149705,7.939738974569172,0.27,0.2
Buffalo,8513478.907337058,7576497.809682566,7550076.554283087,-11.005854455656037,-11.316200621859707,21.278837508641338,10.90755821005132,0.26,0.2
Abidjan,17024280.265188202,13321795.967508527,13176863.688611155,-21.74825743001092,-22.59958433863644,42.945287155738875,8.866593517287122,0.27,0.2
Kumasi,21562942.183109336,18563753.546879902,18444263.062004387,-13.908995399425383,-14.463142805938002,37.539572569792995,6.960352867863428,0.27,0.2
San José,7813778.076210529,5899187.463720856,5874398.305743001,-24.50275134276909,-24.820000664877778,29.824162694795767,10.058536121386462,0.26,0.2
Tripoli,14134696.415910613,12819085.976715202,12766601.617173055,-9.307666754798529,-9.678982543958794,104.92652936951427,67.05511154432489,0.27,0.2
Warsaw,36020619.47609914,32892136.243712917,32872715.706773542,-8.685256605489739,-8.739171660871452,23.68011150611566,8.742815786479579,0.26,0.2
Tunis,39940038.92574873,37259994.26644332,37154585.636586376,-6.7101703738641705,-6.974087567467577,88.80916780774176,24.927848771410662,0.27,0.2
Concord,25005383.939081155,22597185.49277763,22596781.204620242,-9.630719736879255,-9.632336541317745,53.3291377719596,13.468594459226308,0.26,0.2
Changchun,79590101.68733017,75285975.85881531,75254807.09973726,-5.4078657235841,-5.447027325865377,30.31769278698043,4.660473722519943,0.26,0.2
Tucson,15820162.918020241,14918441.2104704,14882557.2453233,-5.69982567324081,-5.926649918560219,91.57317402614618,28.79932948682069,0.27,0.2
Omaha,8004786.177722372,7135713.0253599305,7122245.299665378,-10.85691901154219,-11.025164925868214,26.575103154469588,11.230465658698593,0.27,0.2
Faisalabad,86195760.85574687,81309345.25666288,81114538.98598346,-5.668974379449661,-5.894978847355493,59.4800865033614,13.495413121903287,0.27,0.2
Providence,10061263.614966962,9282968.41567688,9282662.899780693,-7.735561148922719,-7.738597704845312,13.035968862857628,7.578238687684558,0.24000000000000002,0.2
Kano,48377960.47716059,44134246.6450209,43965587.11415168,-8.77199822043585,-9.120627077886027,90.55339957223576,21.73281589733659,0.27,0.2
Casablanca,62873092.09742831,58624581.9315051,58459394.720241636,-6.757278867945138,-7.020010039186865,85.87773645078182,19.740504849050577,0.27,0.2
Vienna,34694640.885942206,32081641.81713489,32047122.633230556,-7.531419844919238,-7.63091412709906,25.430076970794303,7.196035743641632,0.26,0.2
Allentown,6352765.347894937,5753637.764859242,5749818.088149208,-9.43097297359208,-9.491099178494334,11.707435330396816,5.060847881108581,0.26,0.2
Copenhagen,24867861.86919129,22749468.660046443,22725857.218282588,-8.518598101790632,-8.613545716861262,29.470077998910504,11.40338106455276,0.26,0.2
Sapporo,25159835.69639068,22671454.459330343,22605628.67044525,-9.890292079360878,-10.151922519557024,18.350116384561655,6.901828890976853,0.26,0.2
Doha,32952065.92940666,31173038.056317784,31103093.094754305,-5.398835620504329,-5.611098371232379,278.7142811645819,87.1158211668935,0.27,0.2
Brick,6402878.694548199,5727144.9804748185,5726579.922305275,-10.55359231854168,-10.56241738296192,18.017288099537268,10.970057241476745,0.3,0.2
Yantai,20406335.430036794,18614177.286370672,18545928.0145783,-8.782361486757598,-9.116812873320187,32.18822722363663,10.030414437134791,0.27,0.2
Tangshan,33859459.476979926,31074002.393839456,30975667.21680008,-8.226525544609542,-8.516947124157298,33.93702052526421,11.902048606593658,0.27,0.2
Munich,27102755.450519204,24639330.812525224,24634914.23116071,-9.089203651235353,-9.105499342544585,21.952362782952612,9.059210352670467,0.26,0.2
Bridgeport,12585675.160932105,11802679.590975143,11780315.596734576,-6.221323528097262,-6.39901756480646,9.186222284951663,6.499576449409349,0.24000000000000002,0.2
Donetsk,22524837.741839662,20802257.913784657,20777758.707973853,-7.647468309417967,-7.756233602609387,33.305726547126056,11.098906428635342,0.27,0.2
Helsinki,16318965.714157054,14674034.160593772,14663045.16098728,-10.079876276327171,-10.147215100361581,21.725450719003017,10.96595459162873,0.27,0.2
Daegu,40827672.49110283,37884419.61750762,37832418.47797611,-7.208965620650067,-7.336333007421479,20.244952300414614,5.665676039553298,0.26,0.2
Dayton,4847448.630874081,4196854.131264502,4194885.170866871,-13.421379970194026,-13.461998459373888,22.17790747863821,11.507002237218044,0.28,0.2
Guangzhou,243940936.64905828,180358223.54870164,179701926.55639052,-26.064798296576555,-26.33383759819049,60.11470544369077,19.463205690692707,0.39,0.3
Los Angeles,185349154.3246978,161206178.5528018,160876187.64732355,-13.025673551011693,-13.203710999674747,88.54741101928722,27.199030870901023,0.39,0.3
New York,185296983.00341883,161486159.90252942,161258553.46201438,-12.85008677148839,-12.972920093880285,19.742309778473082,9.899307305964449,0.36,0.3
Tokyo,441716065.8966999,385517488.44470894,385261339.0612144,-12.722783206426007,-12.780772807273907,38.838150843595116,17.14639727629494,0.38,0.3
Jakarta,167335492.93904293,111554571.30609442,111444963.70513755,-33.33478191220819,-33.40028361721515,31.261820856165937,12.52285335532187,0.38,0.3
Chicago,92079604.55133203,79407261.38248368,79297538.0166859,-13.762377923532288,-13.881539345143961,33.051328733220224,15.615173030923762,0.41,0.3
Dallas,77862173.25231297,68314171.54722261,68257828.00215971,-12.262696128645144,-12.335059309262153,60.651956118928446,20.92385370730177,0.39999999999999997,0.3
Houston,63748692.18845348,55217201.57209036,55128796.7075086,-13.383004926818552,-13.521682069120413,40.4402260557173,14.452793281109086,0.42,0.3
Shanghai,258268023.30098388,216666725.73878428,215899553.28162575,-16.10780035038163,-16.40484543066417,61.61037402384845,24.512177396543695,0.39,0.3
Dhaka,131866518.95524879,90370362.82889087,90077787.01260705,-31.468303292695822,-31.690176000492947,56.48528866691956,19.298265559346707,0.41,0.3
Osaka [Kyoto],203191232.6703599,177680243.161858,177214859.8444962,-12.555162530013668,-12.784199635230111,26.90318787445215,11.94013897004013,0.38,0.3
Miami,43083775.25676496,35219806.44335852,35137092.98007783,-18.25273845325719,-18.44472131174102,55.139662018160806,18.390684950750185,0.39,0.3
Kolkata,227994615.4396025,189530650.16056746,189523406.48475713,-16.87055863353248,-16.873735759359057,58.727162219568584,18.6691258593815,0.39999999999999997,0.3
Nagoya,96405540.15123624,82088523.47433567,82047164.80414398,-14.850823567235595,-14.893724286558168,34.49522157737444,19.054965792477116,0.38,0.3
Bangkok,85371363.65865003,63195128.95671965,62957855.55557139,-25.976198284239807,-26.25412918633594,66.53637569516745,22.8133707901857,0.39,0.3
Detroit,37162638.03287753,31193303.13546959,31280117.939061478,-16.062731854845474,-15.829124102039861,34.27928755364563,16.60985427516391,0.7500000000000002,0.3
Comilla,30989110.30239721,13129730.833763469,14771411.694249094,-57.63114621348843,-52.333540556321076,52.02100933366314,28.033827955485624,0.7700000000000002,0.3
Delhi [New Delhi],516788064.6715856,466501631.8973378,465842150.6724315,-9.730571623438019,-9.858183166735822,91.23863030590925,20.873181435409446,0.39,0.3
Jieyang,75468176.94928461,59039192.938508764,58936445.66931195,-21.769419475729876,-21.905565959387303,43.76806214567333,15.985770393736834,0.39,0.3
Seoul,286389674.4729268,250418364.31101704,249806302.35186088,-12.560267833716969,-12.773984323420235,39.61707969590982,15.492255962336172,0.39,0.3
Phoenix,68510564.71281508,62006022.78924756,61920447.42639255,-9.49421735294911,-9.61912562543778,148.9535237811961,43.56057760963168,0.39,0.3
Beijing,320007664.0591794,288421683.3491945,288075507.70302504,-9.870382574382239,-9.978559872943896,44.904549014227364,13.950997253276249,0.39,0.3
Mexico City,246412477.96422887,218819854.3132249,218421631.4239077,-11.197737987525743,-11.359346235860887,73.99231509703094,21.876469313805533,0.39,0.3
Quezon City [Manila],145972021.52533314,117382159.91778314,116912278.78339073,-19.585850294323894,-19.907748374163024,37.49088010622856,11.279344888888431,0.39,0.3
Toronto,75626631.21599022,64920098.27632761,64871022.61237317,-14.15709356282798,-14.221985603059517,28.951483912749804,10.226866882882653,0.44999999999999996,0.3
São Paulo,173282511.90095097,145798175.47261927,145589332.02016884,-15.860998393214585,-15.981520337500456,28.813735409508812,12.39520326338908,0.38,0.3
Buenos Aires,196654806.6448514,174946009.544375,174442608.95194274,-11.03903711831533,-11.295018958281934,47.067315341080295,20.24439045404999,0.39,0.3
Suzhou,105001548.0006419,83092922.25635937,82964848.91989172,-20.865050241115107,-20.987023049046353,63.23413486060827,27.566952691012155,0.39,0.3
Seattle,31710166.466289897,26584013.038260404,26572511.57956162,-16.16564653950634,-16.20191711131494,24.142170077897003,12.293061932561404,0.5,0.3
Moscow,265433849.8460681,233998936.20953274,233952785.00103027,-11.842842823085785,-11.86022990786387,27.902873263904986,9.627403079235052,0.41,0.3
London,148830027.31024683,125926998.34325841,125673307.50976588,-15.388715154399197,-15.559171908373779,39.746356860421685,14.483286137768124,0.39999999999999997,0.3
Tijuana,61278219.76272307,54180144.8906754,54085945.29972034,-11.583356859145555,-11.737081284104075,90.75379554358729,22.661649685563795,0.39,0.3
Surabaya,51518858.17272873,38262731.568381324,38163321.872628495,-25.73062966555512,-25.92358754404601,41.668649812177414,17.732534054454586,0.39,0.3
Johannesburg,95532333.30135363,83740793.16743091,83669228.61119336,-12.342983497248722,-12.417894842721466,62.89106843003643,17.20174687805911,0.39,0.3
Paris,164992728.8657415,144835173.6156442,144498163.88531777,-12.21723853449323,-12.421495857008725,42.08995572270713,13.878828399854,0.39,0.3
Melbourne,48499987.225265995,41970757.066366166,41876053.59795342,-13.46233377046837,-13.657598705225741,64.33474599274169,24.715642345913388,0.39,0.3
Cairo,584935702.4046577,549935100.9794196,549525660.0080012,-5.9836664579288685,-6.05366406103895,119.5473365711964,23.68736202602699,0.39,0.3
Yogyakarta,17715585.181019716,8518442.110121923,8920274.326593129,-51.915547676920724,-49.64730639465292,26.72266596763787,14.222469308040463,0.6100000000000001,0.3
Washington D.C.,44473990.30707533,39272941.32770011,39338156.23980555,-11.694585854482659,-11.547949783252806,17.080802517145607,8.44072358602705,0.6600000000000001,0.3
Philadelphia,62349047.73416033,55916662.94799623,55901939.36987605,-10.316733005434289,-10.340347765651568,18.097302067558395,8.061174019399001,0.39,0.3
Ho Chi Minh City,81177989.07351911,63911993.50568098,63657668.786307834,-21.269306821829655,-21.58259952872686,60.00747092106369,16.327064824845614,0.39,0.3
Tehran,258176530.11387238,238768780.88209412,238518582.6227368,-7.517239937812397,-7.614149699225238,163.0429660892571,32.6202422689968,0.39,0.3
Rio de Janeiro,102999227.96031946,88699639.92966428,88656617.33325648,-13.883199237341957,-13.924969061504498,26.511878000667586,10.803879843136919,0.38,0.3
Denver,40256031.81345483,35855077.438611865,35782868.3634465,-10.93240981932061,-11.11178436746282,72.59166163403056,24.08238945093695,0.39999999999999997,0.3
Sydney,46586627.324648574,40314627.18857184,40312747.6206611,-13.463091226520865,-13.467125791842882,50.173670840028734,21.493003592350956,0.39,0.3
Istanbul,241870575.8309828,219417673.7736847,218900797.37326306,-9.283023360802678,-9.49672293903614,42.65365166989467,11.652689965597677,0.39,0.3
Kuala Lumpur,19535337.959330127,10420306.486023713,10246726.662387334,-46.6591952096383,-47.54773793153923,39.76458067269749,17.75725696229202,0.39,0.3
Chengdu,64944881.5741763,48063925.71258731,47810834.970243186,-25.99274254170212,-26.382443371405014,49.405271338630115,19.484061020196258,0.39,0.3
Dortmund,71735651.06559065,61772101.61095044,62431678.94194528,-13.889257721422442,-12.96980230253768,30.453951156750232,14.166249296001977,0.7400000000000002,0.3
Minneapolis [Saint Paul],25811647.100173596,22631916.301269844,22846545.44916598,-12.318976726139908,-11.487456184025055,23.707993515733246,11.257350479518095,0.6900000000000002,0.3
Lagos,51375018.45075455,35833294.34416037,35628893.39306387,-30.25152024323199,-30.649380832406134,69.27175615230232,17.133075153528182,0.39,0.3
Atlanta,28258061.600715663,24796716.984284922,25152580.572666645,-12.249051847006657,-10.989717100660467,25.1806647711148,14.247512574144864,0.6100000000000001,0.3
Colombo,21136261.159684997,15010280.314560506,14990960.078946948,-28.983275702559443,-29.074683712082003,32.466569709657385,16.988836483452857,0.47,0.3
Hanoi,29009072.005645007,18133216.3924343,18079864.607505955,-37.49122209457209,-37.67513623328691,62.085605211659406,28.43791572694092,0.39999999999999997,0.3
Quanzhou,37337974.32708306,30312003.354179405,30215716.814925205,-18.817225892748482,-19.075104208295876,61.45226674818658,30.039005278904465,0.39,0.3
Montreal,39617812.46380821,33962561.26914854,33900297.08280042,-14.274516544359605,-14.431678645131843,30.870592095101767,12.663100788632033,0.41,0.3
Mumbai,185012748.62545127,156666166.77408946,156311938.05473152,-15.321420854488247,-15.512882644007982,90.75879796955759,16.922432715292086,0.39,0.3
Indianapolis,11940919.56453447,9865958.481820136,10043537.031925835,-17.37689523407512,-15.889752228496878,26.824995630519812,11.47347261566523,0.6800000000000002,0.3
Kansas City,17270953.167043254,15223603.941045968,15451530.777320635,-11.854292037014348,-10.534580067036913,26.60938452368961,9.968614881290003,0.6400000000000001,0.3
Riyadh,106399454.37581104,98203202.13116981,98093923.81662977,-7.703284093630253,-7.805989803148333,331.29835599017684,118.50959960023977,0.39,0.3
New Taipei [Taipei],78444973.93860006,65897443.415624335,65808373.08700247,-15.995327543606361,-16.108872521888312,25.28680397727021,8.892327044922675,0.38,0.3
Bandung,46467109.51882041,36327293.06101909,36182430.64828317,-21.821491723504824,-22.133244303417833,31.016839980345694,12.235017167659723,0.38,0.3
Orlando,11119336.012439964,8559576.089310084,8598299.28285629,-23.020798366612013,-22.67254741437095,42.23582383329886,19.143744232530295,0.6400000000000001,0.3
Lahore,267572601.18164092,247133765.75399643,246862449.0250607,-7.638612973594275,-7.740012267743804,92.774162022525,16.634106772529865,0.39,0.3
Cleveland,14791258.660507698,12736803.832404874,12758214.393899705,-13.889655202827115,-13.74490375208008,20.117600084342996,11.654020362597981,0.6500000000000001,0.3
Portland,23218967.03207245,19833524.769374978,19853217.149778496,-14.58050333600607,-14.495691723257245,34.048989427581304,12.158062485636258,0.6800000000000002,0.3
Chennai,61662886.032304235,47805132.148610964,47632850.10663952,-22.47341111545348,-22.75280452866672,76.20281241364671,21.268852581276583,0.39,0.3
Boston,38280295.582565546,34959990.40115024,34928931.926343,-8.673666519250993,-8.754800884423934,17.51577109331595,10.161632774783868,0.37,0.3
